"Group","Run ID","metric","step","timestamp","value"
"EOPKGTopologyConditioned","","drift_window_macro_f1","378","1780899682613","0.8438222423016478"
"EOPKGTopologyConditioned","","drift_window_macro_f1","380","1780899683201","0.8460514422325875"
"EOPKGTopologyConditioned","","drift_window_macro_f1","382","1780899683798","0.8451967277763905"
"EOPKGTopologyConditioned","","drift_window_macro_f1","383","1780899684093","0.8461510786853256"
"EOPKGTopologyConditioned","","drift_window_macro_f1","385","1780899684690","0.8476440477231955"
"EOPKGTopologyConditioned","","drift_window_macro_f1","387","1780899685257","0.8503361931460833"
"EOPKGTopologyConditioned","","drift_window_macro_f1","389","1780899685828","0.8512196649390914"
"EOPKGTopologyConditioned","","drift_window_macro_f1","390","1780899686145","0.8546563155604864"
"EOPKGTopologyConditioned","","drift_window_macro_f1","392","1780899686721","0.8496212249946153"
"EOPKGTopologyConditioned","","drift_window_macro_f1","394","1780899687274","0.8491984697745945"
"EOPKGTopologyConditioned","","drift_window_macro_f1","395","1780899687560","0.849292343899629"
"EOPKGTopologyConditioned","","drift_window_macro_f1","397","1780899688142","0.8511850117070764"
"EOPKGTopologyConditioned","","drift_window_macro_f1","399","1780899688748","0.8529329336151887"
"EOPKGTopologyConditioned","","drift_window_macro_f1","400","1780899689076","0.8485210255189165"
"EOPKGTopologyConditioned","","drift_window_macro_f1","402","1780899689613","0.8511325956108496"
"EOPKGTopologyConditioned","","drift_window_macro_f1","404","1780899690119","0.8533689451688395"
"EOPKGTopologyConditioned","","drift_window_macro_f1","406","1780899690652","0.8552791487654431"
"EOPKGTopologyConditioned","","drift_window_macro_f1","407","1780899690919","0.8538151396737922"
"EOPKGTopologyConditioned","","drift_window_macro_f1","409","1780899691432","0.8509577523300254"
"EOPKGTopologyConditioned","","drift_window_macro_f1","411","1780899691991","0.8556306306409817"
"EOPKGTopologyConditioned","","drift_window_macro_f1","412","1780899692280","0.8528075259052809"
"EOPKGTopologyConditioned","","drift_window_macro_f1","414","1780899692912","0.8511970313248465"
"EOPKGTopologyConditioned","","drift_window_macro_f1","416","1780899693478","0.8537064084170923"
"EOPKGTopologyConditioned","","drift_window_macro_f1","418","1780899694055","0.8580556982923127"
"EOPKGTopologyConditioned","","drift_window_macro_f1","419","1780899694392","0.8497012870711137"
"EOPKGTopologyConditioned","","drift_window_macro_f1","421","1780899695026","0.8486602039301647"
"EOPKGTopologyConditioned","","drift_window_macro_f1","423","1780899695697","0.8514165738517058"
"EOPKGTopologyConditioned","","drift_window_macro_f1","424","1780899696044","0.8504638680916323"
"EOPKGTopologyConditioned","","drift_window_macro_f1","426","1780899696738","0.8491540304961605"
"EOPKGTopologyConditioned","","drift_window_macro_f1","428","1780899697426","0.8499945510509628"
"EOPKGTopologyConditioned","","drift_window_macro_f1","429","1780899697779","0.8575334777479253"
"EOPKGTopologyConditioned","","drift_window_macro_f1","431","1780899698385","0.8589658306907579"
"EOPKGTopologyConditioned","","drift_window_macro_f1","433","1780899699052","0.8538725085196129"
"EOPKGTopologyConditioned","","drift_window_macro_f1","435","1780899699661","0.8178003170933978"
"EOPKGTopologyConditioned","","drift_window_macro_f1","436","1780899699960","0.8185123252942191"
"EOPKGTopologyConditioned","","drift_window_macro_f1","438","1780899700566","0.80513417111167"
"EOPKGTopologyConditioned","","drift_window_macro_f1","440","1780899701133","0.7955304753391791"
"EOPKGTopologyConditioned","","drift_window_macro_f1","441","1780899701415","0.7950157333823855"
"EOPKGTopologyConditioned","","drift_window_macro_f1","443","1780899701997","0.7924880000396516"
"EOPKGTopologyConditioned","","drift_window_macro_f1","445","1780899702626","0.7789796297677941"
"EOPKGTopologyConditioned","","drift_window_macro_f1","447","1780899703220","0.7774223804945709"
"EOPKGTopologyConditioned","","drift_window_macro_f1","448","1780899703566","0.7781828468002664"
"EOPKGTopologyConditioned","","drift_window_macro_f1","450","1780899704225","0.7765481651434151"
"EOPKGTopologyConditioned","","drift_window_macro_f1","452","1780899704767","0.7832065650483158"
"EOPKGTopologyConditioned","","drift_window_macro_f1","453","1780899705017","0.7828339892835697"
"EOPKGTopologyConditioned","","drift_window_macro_f1","455","1780899705526","0.7909687295576985"
"EOPKGTopologyConditioned","","drift_window_macro_f1","457","1780899706017","0.7790704755320499"
"EOPKGTopologyConditioned","","drift_window_macro_f1","458","1780899706291","0.7749098895574461"
"EOPKGTopologyConditioned","","drift_window_macro_f1","460","1780899706771","0.7819079036622847"
"EOPKGTopologyConditioned","","drift_window_macro_f1","462","1780899707324","0.7807352225545254"
"EOPKGTopologyConditioned","","drift_window_macro_f1","464","1780899707865","0.7929149971939518"
"EOPKGTopologyConditioned","","drift_window_macro_f1","465","1780899708133","0.7941041529666759"
"EOPKGTopologyConditioned","","drift_window_macro_f1","467","1780899708628","0.7980638266551681"
"EOPKGTopologyConditioned","","drift_window_macro_f1","469","1780899709130","0.7972583559865162"
"EOPKGTopologyConditioned","","drift_window_macro_f1","470","1780899709401","0.7993149455554653"
"EOPKGTopologyConditioned","","drift_window_macro_f1","472","1780899709968","0.7894542766895526"
"EOPKGTopologyConditioned","","drift_window_macro_f1","474","1780899710468","0.7901799990469219"
"EOPKGTopologyConditioned","","drift_window_macro_f1","476","1780899711020","0.783276647537088"
"EOPKGTopologyConditioned","","drift_window_macro_f1","477","1780899711300","0.7827294596531171"
"EOPKGTopologyConditioned","","drift_window_macro_f1","479","1780899711859","0.7849695416956397"
"EOPKGTopologyConditioned","","drift_window_macro_f1","481","1780899712425","0.7844881726669565"
"EOPKGTopologyConditioned","","drift_window_macro_f1","482","1780899712714","0.7845960798823037"
"EOPKGTopologyConditioned","","drift_window_macro_f1","484","1780899713286","0.7839190070329881"
"EOPKGTopologyConditioned","","drift_window_macro_f1","486","1780899713905","0.7830691831916976"
"EOPKGTopologyConditioned","","drift_window_macro_f1","487","1780899714262","0.7839268212956113"
"EOPKGTopologyConditioned","","drift_window_macro_f1","489","1780899714941","0.7799848234082898"
"EOPKGTopologyConditioned","","drift_window_macro_f1","491","1780899715560","0.7758461224154"
"EOPKGTopologyConditioned","","drift_window_macro_f1","493","1780899716134","0.7857818385329652"
"EOPKGTopologyConditioned","","drift_window_macro_f1","494","1780899716419","0.7867766984437574"
"EOPKGTopologyConditioned","","drift_window_macro_f1","496","1780899717162","0.7885718063006678"
"EOPKGTopologyConditioned","","drift_window_macro_f1","498","1780899717784","0.7849881117072719"
"EOPKGTopologyConditioned","","drift_window_macro_f1","499","1780899718065","0.7876977594802232"
"EOPKGTopologyConditioned","","drift_window_macro_f1","501","1780899718656","0.7789710877226182"
"EOPKGTopologyConditioned","","drift_window_macro_f1","503","1780899719161","0.7799614715790267"
"EOPKGTopologyConditioned","","drift_window_macro_f1","505","1780899719655","0.7799518356800809"
"EOPKGTopologyConditioned","","drift_window_macro_f1","506","1780899719889","0.7803228537084868"
"EOPKGTopologyConditioned","","drift_window_macro_f1","508","1780899720402","0.7883802934130207"
"EOPKGTopologyConditioned","","drift_window_macro_f1","510","1780899721128","0.7900922475758408"
"EOPKGTopologyConditioned","","drift_window_macro_f1","511","1780899721376","0.7857658610492226"
"EOPKGTopologyConditioned","","drift_window_macro_f1","513","1780899721883","0.7851103928103613"
"EOPKGTopologyConditioned","","drift_window_macro_f1","515","1780899722576","0.7842676783067117"
"EOPKGTopologyConditioned","","drift_window_macro_f1","516","1780899722919","0.7850220651709631"
"EOPKGTopologyConditioned","","drift_window_macro_f1","518","1780899723540","0.78254514648581"
"EOPKGTopologyConditioned","","drift_window_macro_f1","520","1780899724090","0.7939385790573915"
"EOPKGTopologyConditioned","","drift_window_macro_f1","522","1780899724663","0.8027779625344287"
"EOPKGTopologyConditioned","","drift_window_macro_f1","523","1780899724971","0.79867360664381"
"EOPKGTopologyConditioned","","drift_window_macro_f1","525","1780899725594","0.7837309583902556"
"EOPKGTopologyConditioned","","drift_window_macro_f1","527","1780899726232","0.7802919884097133"
"EOPKGTopologyConditioned","","drift_window_macro_f1","528","1780899726529","0.7903550884911901"
"EOPKGTopologyConditioned","","drift_window_macro_f1","530","1780899727116","0.7936414959709337"
"EOPKGTopologyConditioned","","drift_window_macro_f1","532","1780899727731","0.7938026998548908"
"EOPKGTopologyConditioned","","drift_window_macro_f1","534","1780899728319","0.778355622462176"
"EOPKGTopologyConditioned","","drift_window_macro_f1","535","1780899728583","0.7771221410417694"
"EOPKGTopologyConditioned","","drift_window_macro_f1","537","1780899729081","0.7762610332207993"
"EOPKGTopologyConditioned","","drift_window_macro_f1","539","1780899729572","0.7763974750904652"
"EOPKGTopologyConditioned","","drift_window_macro_f1","540","1780899729827","0.7774040617550406"
"EOPKGTopologyConditioned","","drift_window_macro_f1","542","1780899730378","0.773991713929981"
"EOPKGTopologyConditioned","","drift_window_macro_f1","544","1780899730976","0.7697936739348414"
"EOPKGTopologyConditioned","","drift_window_macro_f1","545","1780899731292","0.7704273498521164"
"BaselineGATv2","","drift_window_macro_f1","0","1780952268351","0.8789687020656061"
"BaselineGATv2","","drift_window_macro_f1","1","1780952268835","0.8760503021556534"
"BaselineGATv2","","drift_window_macro_f1","3","1780952269717","0.875961719654013"
"BaselineGATv2","","drift_window_macro_f1","5","1780952270722","0.8761157119323977"
"BaselineGATv2","","drift_window_macro_f1","6","1780952271189","0.8751781323632908"
"BaselineGATv2","","drift_window_macro_f1","8","1780952272187","0.8765067118956452"
"BaselineGATv2","","drift_window_macro_f1","10","1780952273154","0.8762439747926287"
